Rank,Song,Artist,Year,Lyrics
11,Escape (The Piña Colada Song),Rupert Holmes,1980,"b'I was tired of my lady\nWe\'d been together too long\nLike a worn out recording\nOf a favorite song\nSo while she lay there sleeping\nI read the paper in bed\nAnd in the personal columns\nThere was this letter I read:\n""If you like pi\xc3\xb1a coladas\nAnd getting caught in the rain\nIf you\'re not into yoga\nIf you have half a brain\nIf you like making love at midnight\nIn the dunes on the cape\nThen I\'m the love that you\'ve looked for\nWrite to me and escape""\nI didn\'t think about my lady\nI know that sounds kind of mean\nBut me and my old lady\nHad fallen into the same old dull routine\nSo I wrote to the paper\nTook out a personal ad\nAnd though I\'m nobody\'s poet\nI thought it wasn\'t half bad:\n""Yes I like pi\xc3\xb1a coladas\nAnd getting caught in the rain\nI\'m not much into health food\nI am into champagne\nI\'ve got to meet you by tomorrow noon\nAnd cut through all this red tape\nAt a bar called O\'Malley\'s\nWhere we\'ll plan our escape""\nSo I waited with high hopes\nAnd she walked in the place\nI knew her smile in an instant\nI knew the curve of her face\nIt was my own lovely lady\nAnd she said ""Aw it\'s you""\nThen we laughed for a moment\nAnd I said ""I never knew""\nThat you like pi\xc3\xb1a coladas\nAnd gettin\' caught in the rain\nAnd the feel of the ocean\nAnd the taste of champagne\nIf you like making love at midnight\nIn the dunes on the cape\nYou\'re the lady I\'ve looked for\nCome with me and escape\nIf you like pi\xc3\xb1a coladas\nAnd getting caught in the rain\nIf you\'re not into yoga\nIf you have half a brain\nIf you like making love at midnight\nIn the dunes on the cape\nThen I\'m the love that you\'ve looked for\nWrite to me and escape\nYes I like pi\xc3\xb1a coladas\nAnd getting caught in the rain\nI\'m not much into health food\nI am into champagne\nI\'ve got to meet you by tomorrow noon\nAnd cut through all this red tape\nAt a bar called O\'Malley\'s\nWhere we\'ll plan our escape'"
12,Cars,Gary Numan,1980,"b""Here in my car\nI feel safest of all\nI can lock all my doors\nIt's the only way to live\nIn cars\nHere in my car\nI can only receive\nI can listen to you\nIt keeps me stable for days\nIn cars\nHere in my car\nWhere the image breaks down\nWill you visit me please?\nIf I open my door\nIn cars\nHere in my car\nI know I've started to think\nAbout leaving tonight\nAlthough nothing seems right\nIn cars"""
13,Cruisin,Smokey Robinson,1980,"b""Baby let's cruise away from here\nDon't be confused the way is clear\nAnd if you want it you got it forever\nThis is not a one night stand baby yeah so\nLet the music take your mind ooh\nJust release and you will find\nYou're gonna fly away\nGlad you're goin' my way\nI love it when we're cruisin' together\nThe music is played for love\nCruisin' is made for love\nI love it when we're cruisin' together\nBaby tonight belongs to us\nEvery thing's right do what you must\nAnd inch by inch we get closer and closer\nTo every little part of each other ooh baby yeah\nSo let the music take your mind\nJust release and you will find\nYou're gonna fly away\nGlad you're going my way\nI love it when we're cruisin' together\nThe music is played for love\nCruisin' is made for love\nI love it when we're cruisin' together\nCruise with me baby\nCruise cruise\nBaby let's cruise let's flow let's glide\nOoh let's open up and go inside\nAnd if you want it you got it forever\nI can just stay there inside you\nAnd love you baby\nLet the music take your mind\nJust release and you will find\nYou're gonna fly away\nYeah I'm glad you're going my way\nI love it when we're cruisin' together\nThe music is played for love\nCruisin' is made for love\nI love it I love it I love it I love it\nI love it when we're cruisin' together\nThe music is played for love"""
14,Working My Way Back to You/Forgive Me Girl,The Spinners,1980,b'I ll be working my way back to you babe with a burning love inside Yeah I m working my way back to you babe and the happiness that died I let it get away When you were so in love with me I played around like I was free Thought I could have my cake and eat it too but how I cried over losin you See me down and out but I ain t about to go living my life without you For every day I made you cry I ll pay and girl till the day that I die I ll keep working my way back to you babe with a burning love inside Yeah I m working my way back to you babe and the happiness that died I let it get away Oh I used to love to make you cry It made me feel like a man inside If I d been a man in reality you d be here babe lovin me Now my nights are long and lonely and I ain t too strong babe I just miss you so Girl but you re too proud and you won t give in But when I think about all I could win I ll keep working my way back to you babe with a burning love inside Yeah I m working my way back to you babe and the happiness that died I let it get away My road is kind alone I just gotta get back home I m really sorry for acting that way I m really sorry Oh little girl I m really sorry For telling you lies for so long Oh please forgive girl Come on Won t you forgive me girl Hey Ooh forgive me girl Come on forgive me girl I want you over and over And over and over again I ll keep working my way back to you babe With a burning love inside Yeah I m working my way back to you babe And the happiness that died I let it get away I ll keep working my way back to you babe'
15,Lost in Love,Air Supply,1980,"b""I realize the best part of love is the thinnest slice\nAnd it don't count for much\nBut I'm not letting go\nI believe there's still much to believe in\nSo lift your eyes if you feel you can\nReach for a star and I'll show you a plan\nI figured it out\nWhat I needed was someone to show me\nYou know you can't fool me\nI've been loving you too long\nIt started so easy\nYou want to carry on\nLost In Love and I don't know much\nWas I thinking aloud and fell out of touch?\nBut I'm back on my feet and eager to be what you wanted\nSo lift your eyes if you feel you can\nReach for a star and I'll show you a plan\nI figured it out\nWhat I needed was someone to show me\nYou know you can't fool me\nI've been loving you too long\nIt started so easy\nYou want to carry on\nYou know you can't fool me\nI've been loving you too long\nIt started so easy\nYou want to carry on\nNow I'm lost lost in love lost in love lost in love\nNow I'm lost lost in love lost in love lost in love\nLost in love lost in love lost in love\nLost in love lost in love lost in love"""
16,Little Jeannie,Elton John,1980,"b""Oh little Jeannie you got so much love little Jeannie\nAnd you take it where it strikes and give it to the likes of me\nOh little Jeannie you got so much love little Jeannie\nSo I see you when I can you make me all a man can be\nAnd I want you to be my acrobat I want you to be my lover\nOh there were others who would treat you cruel\nAnd oh Jeannie you were always someone's fool\nLittle Jeannie you got so much time little Jeannie\nThough you've grown beyond your years you still retain the fears of youth\nOh little Jeannie you got so much time little Jeannie\nBut you're burnin' it up so fast searchin' for some lasting truth\nAnd I want you to be my acrobat I want you to be my lover\nOh there were others who would treat you cruel\nBut oh Jeannie I will always be your fool\nAnd I want you to be my acrobat I want you to be my lover\nOh there were others and I've known quite a few\nBut oh Jeannie I'm still in love with you\nStepped into my life from a bad dream\nMakin' the life that I had seem suddenly shiny and new\nOh Jeannie  I'm so in love with you\nStepped into my life from a bad dream\nMakin' the life that I had seem suddenly shiny and new\nOh Jeannie  I'm so in love with you\nStepped into my life from a bad dream\nMakin' the life that I had seem suddenly shiny and new\nOh Jeannie  I'm so in love with you\nStepped into my life from a bad dream\nMakin' the life that I had seem suddenly shiny and new\nOh Jeannie  I'm so in love I'm so in love\nYou stepped into my life from a bad dream\nMakin' the life that I had seem suddenly shiny and new\nOh Jeannie I'm so in love I'm so in love"""
17,Ride Like the Wind,Christopher Cross,1980,"b""It is the night\nMy body's weak\nI'm on the run\nNo time to sleep\nI've got to ride\nRide like the wind\nTo be free again\nAnd I've got such a long way to go\nTo make it to the border of Mexico\nSo I'll ride like the wind\nRide like the wind\nI was born the son of a lawless man\nAlways spoke my mind with a gun in my hand\nLived nine lives\nGunned down ten\nGonna ride like the wind\nAnd I've got such a long way to go\nTo make it to the border of Mexico\nSo I'll ride like the wind\nRide like the wind\nAccused and tried and told to hang\nI was nowhere in sight when the church bells rang\nNever was the kind to do as I was told\nGonna ride like the wind before I get old\nIt is the night\nMy body's weak\nI'm on the run\nNo time to sleep\nI've got to ride\nRide like the wind\nTo be free again\nAnd I've got such a long way to go\nTo make it to the border of Mexico\nSo I'll ride like the wind\nRide like the wind\nAnd I've got a long way to go\nTo make it to the border of Mexico\nSo I'll ride like the wind\nRide like the wind\nGonna ride like the wind\nRide\nGonna ride like the wind\nGonna ride"""
18,Upside Down,Diana Ross,1980,"b'I said ""Upside down you\'re turning me.""\nYou\'re giving love instinctively\n\'Round and \'round you\'re turning me\nUpside down\nBoy you turn me inside out\nAnd \'round and \'round\nUpside down\nBoy you turn me inside out\nAnd \'round and \'round\nInstinctively you give to me the love that I need\nI cherish the moments with you\nRespectfully I say to thee\nI\'m aware that you\'re cheating\nWhen no one makes me feel like you do\nUpside down\nBoy you turn me inside out\nAnd \'round and \'round\nUpside down\nBoy you turn me inside out\nAnd \'round and \'round\nI know you got charm and appeal\nYou always play the field\nI\'m crazy to think you\'re all mine\nAs long as the sun continues to shine\nThere\'s a place in my heart for you that\'s the bottom line\nUpside down\nBoy you turn me inside out\nAnd \'round and \'round\nUpside down\nBoy you turn me inside out\nAnd \'round and \'round\nInstinctively you give to me the love that I need\nI cherish the moments with you\nRespectfully I say to thee\nI\'m aware that you\'re cheating\nWhen no one makes me feel like you do\nUpside down\nBoy you turn me inside out\nAnd \'round \'round\nUpside down\nBoy you turn me inside out\nAnd \'round and \'round\nUpside down\nBoy you turn me inside out\nAnd \'round and \'round\nUpside down\nBoy you turn me inside out\nAnd \'round \'round\nUpside down you\'re turning me\nYou\'re giving love instinctively\n""\'Round and \'round you\'re turning me.""\nI say to thee respectfully\nUpside down you\'re turning me\nYou\'re giving love instinctively\n""Around and around you\'re turning me.""\nI say to thee respectfully\nI said ""Upside down you\'re turning me.""\nYou\'re giving love instinctively\nAround and around you\'re turning me\nI say to thee respectfully\nUpside down you\'re turning me\nYou\'re giving love instinctively\n""\'Round and \'round you\'re turning me.""\nI say to thee respectfully\nUpside down you\'re turning me'"
19,Please Don't Go,KC,1980,"b""I love you\nYeah\nBabe I love you so\nI want you to know\nThat I'm gonna miss your love\nThe minute you walk out that door\nSo please don't go\nDon't go\nDon't go away\nPlease don't go\nDon't go\nI'm begging you to stay\nIf you leave at least in my lifetime\nI've had one dream come true\nI was blessed to be loved\nBy someone as wonderful as you\nSo please don't go\nDon't go\nDon't go away\nPlease don't go\nDon't go\nI'm begging you to stay\nHey hey hey\nYeah\nBabe I love you so\nI I want you to know\nThat I'm gonna miss your love\nThe minute you walk out that door\nSo please don't go\nDon't go\nDon't go away\nHey hey hey\nI need your love\nI'm down on my knees\nBeggin' please please please\nDon't go\nDon't you hear me baby?\nDon't leave me now\nOh no no no no\nPlease don't go\nI want you to know\nThat I I I love you so\nPlease don't leave me baby\nPlease don't go"""
20,Babe,Styx,1980,"b""Babe I'm leaving\nI must be on my way\nThe time is drawing near\nMy train is going\nI see it in your eyes\nThe love the need your tears\nBut I'll be lonely without you\nAnd I'll need your love to see me through\nSo please believe me\nMy heart is in your hands\nAnd I'll be missing you\n'Cause you know it's you Babe\nWhenever I get weary\nAnd I've had enough\nFeel like giving up\nYou know it's you Babe\nGiving me the courage\nAnd the strength I need\nPlease believe that it's true\nBabe I love you\nYou know it's you Babe\nWhenever I get weary\nAnd I've had enough\nFeel like giving up\nYou know it's you Babe\nGiving me the courage\nAnd the strength I need\nPlease believe that it's true\nBabe I love you\nBabe I'm leaving\nI'll say it once again\nAnd somehow try to smile\nI know the feeling we're trying to forget\nIf only for a while\n'Cause I'll be lonely without you\nAnd I'll need your love to see me through\nPlease believe me\nMy heart is in your hands\n'Cause I'll be missing you\nBabe I love you\nBabe I love you\nOoh babe"""
21,With You I'm Born Again,Billy Preston,1980,"b""Come bring me your softness\nComfort me through all this madness\nWoman don't you know? With you I'm born again\nCome give me your sweetness\nNow there's you there is no weakness\nLying safe within your arms I'm born again\nI was half not whole\nIn step with none\nReaching through this world\nIn need of one\nCome show me your kindness\nIn your arms I know I'll find this\nWoman don't you know? With you I'm born again\nLying safe with you I'm born again\nCome bring me your softness\nComfort me through all this madness\nWoman don't you know? With you I'm born again\nCome give me your sweetness\nNow there's you there is no weakness\nNow there's you there is no weakness\nLying safe within your arms I'm born again\nWoman don't you know? With you I'm born again\nI was half not whole\nIn step with none\nReaching through this world\nIn need of one\nCome show me your kindness\nIn your arms I know I'll find this\nWoman don't you know? With you I'm born again\nLying safe with you I'm born again"""
22,Shining Star,The Manhattans,1980,"b""Oooooohh yeahhhh\nHoney you are my shining star\nDon't you go away\nOh baby\nWanna be right here where you are\nUntil my dying day yeah baby\nSo many have tried\nTried to find a love like yours and mine\nMmmmm hmmmmm mmmmmm\nGirl don't you realize\nHow you hypnotize\nMake me love you more each time yeah baby\nHoney I'll never leave you lonely\nGive my love to you only\nTo you only to you only\nHoney you are my shining star\nDon't you go away\nNo baby\nWanna be right here where you are\nUntil my dying day yeah baby\nFeels so good when we're lying here\nNext to each other lost in love yeah baby\nBaby when we touch love you so much\nYou're all I've ever dreamed of yeah baby\nHoney I'll never leave you lonely\nGive my love to you only\nTo you only to you only\nHoney you are my shining star\nDon't you go away girl\nNo-o-o-o baby\nWanna be right here where you are\nUntil my dying day mmmm hmmmm\nHoney you you you are my shining star\nDon't you go away wo-o-o-oah baby\nHoney you are my shining star\nDon't you go away no-o-o-o baby\nHoney be right here where you are\nUntil my dying day ahhhh yeah\nHoney you you you are my shining star\nYou are my shining star no-o-o\nHoney you you are my shining star\nDon't you go away yeah baby\nHoney you are my shining star\nDon't you go away ooh baby\nHoney you you you you you"""
23,Still,Commodores,1980,"b""Lady morning's just a moment away\nAnd I'm without you once again\nYou laughed at me\nYou said you never needed me\nI wonder if you need me now\nWe played the games that people play\nWe made mistakes along the way\nSomehow I know deep in my heart\nYou needed me\nRemembering the pain if I must say\nIt's deep in my mind and locked away\nBut then most of all\nI do love you\nStill\nThose memories\nTimes I'm sure we'll never forget\nThose feelings we can't put aside\nFor what we had\nSometimes I try to understand\nBut it's so heavy on my mind\nSo many dreams that flow away\nSo many words we didn't say\nTwo people lost in a storm\nWhere did we go?\nWhere'd we go?\nLost what we both had found\nYou know we let each other down\nBut then most of all\nI do love You\nStill\nWe played the games that people play\nWe made our mistakes along the way\nSomehow I know deep in my heart\nYou needed me\n'Cause I needed you so desperately!\nWe were too blind to see\nBut then most of all\nI do love You\nStill"""
24,Yes I'm Ready,Teri DeSario,1980,"b"":\nI don't even know how to love you\nJust the way you want me to oh baby\nBut I'm ready to learn\nYes I'm ready to learn\n:\nTo fall in love\nTo fall in love\nTo fall in love with you\n:\nOh baby I don't even know how to hold your hand\nJust to make you understand\nBut I'm ready to learn\nYes I'm ready to learn\n:\nTo hold your hand\nMake you understand\nTo hold your hand right now\n:\nI don't even know how to kiss your lips\nAt a moment like this oh yeah\n:\nOh but I'm gonna learn how to do\nAll the things you want me to yeah\n:\nAre you ready?\n:\nYes I'm ready\nAre you ready?\n:\nYes I'm ready\n:\nTo fall in love\nTo fall in love\nTo fall in love with you\n:\nAre you ready?\n:\nYes I'm ready\n:\nAre you ready?\n:\nYes I'm ready\n:\nAre you ready?\n:\nYes I'm ready\n:\nAre you ready?\n:\nTo love you\n:\nHold you\n:\nKiss you\n:\nWant you\n:\nSqueeze you\n:\nNeed you\n:\nOh I'm ready\n:\nOh I'm ready\n:\nYes I'm ready\n:\nOh I'm ready\n:\nTo love you\n:\nNeed you\n:\nKiss you\n:\nWant you\n:\nSqueeze you\n:\nTrust you\n:\nTake you\n:\nOh I'm ready\n:\nYes I'm ready\n:\nYes I'm ready\n:\nYes I'm ready\n:\nTo love you\n:\nWant you\n:\nKiss you\n:\nNeed you\n:\nSqueeze you\n:\nHold you"""
25,Sexy Eyes,Dr. Hook,1980,"b""I was sitting all alone watching people getting off with each other\nThey were dancing 'cross the floor turning movement back and forth they were lovers\nOne more lonely night for me I looked up what did I see\nSexy eyes moving 'cross the floor couldn't want for more sexy eyes\nSexy eyes getting down with you I wanna move with you sexy eyes\nI got up and took your hand and we both began to dance to the music\nOoh your magic cast a spell it didn't take long 'til we fell and we knew it\nNo more lonely nights for me this is how its gonna be\nSexy eyes moving 'cross the floor couldn't want for more sexy eyes\nSexy eyes getting down with you I wanna move with you sexy eyes\nNo more lonely nights for me this is how its gonna be\nSexy eyes moving 'cross the floor couldn't want for more sexy eyes\nSexy eyes getting down with you I wanna move with you sexy eyes\nSexy eyes getting down with you I wanna move with you sexy eyes\nSexy eyes getting down with you I wanna move with you sexy eyes"""
26,Steal Away,Robbie Dupree,1980,"b""Come on and hold me\nJust like you told me\nThen show me\nWhat I want to know\nWhy don't we steal away\nWhy don't we steal away\nInto the night\nI know it ain't right\nDon't tease me\nWhy don't you please me\nAnd show me\nWhat you came here for\nWhy don't we steal away\nWhy don't we steal away\nInto the night\nI know it ain't right\nInto the night babe\nBaby tonight\nOoh\nI caught you glancing my way\nAnd I know what you're after\nNo second chances tonight\nWhy don't we steal away\nWhy don't we steal away\nWhy don't we steal away\nWhy don't we steal away\nInto the night\nI know it ain't right\nInto the night\nI know it ain't right\nWhy don't we steal away\nI know it ain't right\nInto the night babe\nWhy don't we steal away\nMake it tonight\nWhy don't we steal away"""
