Rank,Song,Artist,Year,Lyrics
13,Best of My Love,Eagles,1975,"b""Every night I'm lying in bed\nHolding you close in my dreams\nThinking about all the things that we said\nAnd coming apart at the seams\nWe try to talk it over\nBut the words come out too rough\nI know you were trying\nTo give me the best of your love\nBeautiful faces and loud empty places\nLook at the way that we live\nWasting our time on cheap talk and wine\nLeft us so little to give\nThat same old crowd\nWas like a cold dark cloud\nThat we could never rise above\nBut here in my heart\nI give you the best of my love\nOh sweet darling you get the best of my love oh\nSweet darling you get the best of my love\nI'm going back in time and it's a sweet dream\nIt was a quiet night and I would be all right\nIf I could go on sleeping\nBut every morning\nI wake up and worry\nWhat's gonna happen today\nYou see it your way\nAnd I see it mine\nBut we both see it slipping away\nYou know we always had each other baby\nI guess that wasn't enough\nOh but here in my heart\nI give you the best of my love\nOh sweet darling you get the best of my love oh\nSweet darling you get the best of my love\nOh sweet darling you get the best of my love oh\nSweet darling you get the best of my love\nOh sweet darling you get the best of my love oh\nSweet darling you get the best of my love\nOh sweet darling you get the best of my love oh\nSweet darling you get the best of my love\nOh sweet darling you get the best of my love oh\nSweet darling you get the best of my love"""
14,Lovin' You,Minnie Riperton,1975,"b""Lovin' you is easy cause you're beautiful\nMakin' love with you is all I wanna do\nLovin' you is more than just a dream come true\nAnd everything that I do is out of lovin' you\nLa la la la la la la la la la\nLa la la la la la la la la la\nDo do do do do ooh\nNo one else can make me feel\nThe colors that you bring\nStay with me while we grow old\nAnd we will live each day in springtime\nCause lovin' you has made my life so beautiful\nAnd every day of my life is filled with lovin' you\nLovin' you I see your soul come shinin' through\nAnd every time that we ooh I'm more in love with you\nLa la la la la la la la la la\nLa la la la la la la la la la\nDo do do do do ooh\nNo one else can make me feel\nThe colors that you bring\nStay with me while we grow old\nAnd we will live each day in springtime\nCause lovin' you is easy cause you're beautiful\nAnd every day of my life is filled with lovin' you\nLovin' you I see your soul come shinin' through\nAnd every time that we ooh I'm more in love with you\nLa la la la la la la la la la\nLa la la la la la la la la la\nDo do do do do ooh\nLovin' you\nLa la la la la la la la la la\nDo do do do do\nDee do dee do dee do"""
15,Kung Fu Fighting,Carl Douglas,1975,"b""Everybody was kung-fu fighting\nThose kicks were fast as lightning\nIn fact it was a little bit frighting\nBut they fought with expert timing\nThey were funky China men from funky Chinatown\nThey were chopping them up and they were chopping them down\nIt's an ancient Chinese art and everybody knew their part\nFrom a feint into a slip and kicking from the hip\nEverybody was kung-fu fighting\nThose kicks were fast as lightning\nIn fact it was a little bit frighting\nBut they fought with expert timing\nThere was funky Billy Chin and little Sammy Chung\nHe said here comes the big boss lets get it on\nWe took a bow and made a stand started swinging with the hand\nThe sudden motion made me skip now we're into a brand new trip\nEverybody was kung-fu fighting\nThose kicks were fast as lightning\nIn fact it was a little bit frighting\nBut they did it with expert timing\nMake sure you have expert timing\nKung-fu fighting had to be fast as lightning"""
16,Black Water,The Doobie Brothers,1975,"b""Well I built me a raft and she's ready for floating\nOld Mississippi she's calling my name\nCatfish are jumping that paddle wheel thumping\nBlack water keeps rolling on past just the same\nOld black water keep on rolling\nMississippi moon won't you keep on shining on me?\nOld black water keep on rolling\nMississippi moon won't you keep on shining on me?\nOld black water keep on rolling\nMississippi moon won't you keep on shining on me?\nYeah keep on shining your light\nGonna make everything pretty mama\nGonna make everything alright\nAnd I ain't got no worries cause I ain't in no hurry at all\nWell if it rains I don't care! Don't make no difference to me\nJust take that street car that's going up town\nYeah I'd like to hear some funky Dixieland\nAnd dance a honky tonk\nAnd I'll be buying everybody drinks all round\nI'd like to hear some funky Dixieland\nPretty mama come and take me by the hand\nTake me by the hand pretty mama\nCome and dance with your daddy all night long"""
17,The Ballroom Blitz,Sweet,1975,"b""Are you ready?\nOh it's been getting so hard\nLiving with the things you do to me aha\nMy dreams are getting so strange\nI'd like to tell you everything I see\nOh I see a man at the back\nAs a matter of fact his eyes are as red as a sun\nAnd a girl in the corner let no one ignore her\n'Cause she thinks she's the passionate one\nOh yeah it was like lightning\nEverybody was frightening\nAnd the music was soothing\nAnd they all started grooving\nYeah yeah yeah yeah yeah\nAnd the man at the back said\nEveryone attack and it turned into a ballroom blitz\nAnd the girl in the corner said\nBoy I wanna warn ya it'll turn into a ballroom blitz\nBallroom blitz\nBallroom blitz\nBallroom blitz\nBallroom blitz\nI'm reaching out for something\nTouching nothing is all I ever do\nOh I softly call you over\nWhen you appear there's nothing left of you aha\nNow the man in the back\nIs ready to crack as he raises his hands to the sky\nAnd the girl in the corner is everyone's mourner\nShe could kill you with a wink of her eye\nOh yeah it was electric\nSo frantically hectic\nAnd the band started leaving\n'Cause they all stopped breathing\nYeah yeah yeah yeah yeah\nAnd the man at the back said\nEveryone attack and it turned into a ballroom blitz\nAnd the girl in the corner said\nBoy I wanna warn ya it'll turn into a ballroom blitz\nBallroom blitz\nOh yeah it was like lightning\nEverybody was frightening\nAnd the music was soothing\nAnd they all started grooving\nYeah yeah yeah yeah yeah\nAnd the man at the back said\nEveryone attack and it turned into a ballroom blitz\nAnd the girl in the corner said\nBoy I wanna warn ya it'll turn into a ballroom blitz\nBallroom blitz\nBallroom blitz\nBallroom blitz\nBallroom blitz\nOoh it's it's a ballroom blitz\nIt's it's a ballroom blitz\nIt's it's a ballroom blitz\nYeah it's a ballroom blitz"""
18,(Hey Won't You Play) Another Somebody Done Somebody Wrong Song,B.J. Thomas,1975,"b""It's lonely out tonight\nAnd the feeling just got right\nFor a brand new love song\nSomebody done somebody wrong song\nHey won't you play another\nSomebody done somebody wrong song\nAnd make me feel at home\nWhile I miss my baby while I miss my baby\nSo please play for me a sad melody\nSo sad that it makes everybody cry\nA real hurting song\nAbout a love that's gone wrong\nCause I don't want to cry all alone\nHey won't you play another\nSomebody done somebody wrong song\nAnd make me feel at home\nWhile I miss my baby while I miss my baby\nSo please play for me a sad melody\nSo sad that it makes everybody cry\nA real hurting song\nAbout a love that's gone wrong\nCause I don't want to cry all alone\nHey won't you play another\nSomebody done somebody wrong song\nAnd make me feel at home\nWhile I miss my baby while I miss my baby\nWon't you play\nAnother somebody done somebody wrong song\nAnd make me feel at home\nWhile I miss my baby while I miss my baby\nWon't you play\nAnother somebody done somebody wrong song\nAnd make me feel at home\nWhile I miss my baby while I miss my baby"""
19,He Don't Love You (Like I Love You),Tony Orlando,1975,"b""He don't love you like I love you\nIf he did he wouldn't break your heart\nHe don't love you like I love you\nHe's try-ing to tear us apart\nFare thee well\nI know you're leaving\nFor the new love that you've found\nThe handsome guy that you've been dating whoa\nI got a feeling he's gonna put you down 'cause\nHe don't love you like I love you\nIf he did he wouldn't break your heart\nHe don't love you like I love you\nHe's try-in' to tear us apart\nHe uses all the great quotations\nSays the things I wish I could say\nWhoa but he's has so many rehearsals\nGirl to him it's just another play but wait\nWhen the final act is over\nAnd you're left standing all alone\nWhen he takes his bow and makes his exit\nGirl I'll be there to take you home\nHe don't love you\nLike I love you\nIf he did he wouldn't break your heart\nOh he don't love you girl like I love you\nHe's try-ing to tear us apart\nWhoa he don't love you"""
20,At Seventeen,Janis Ian,1975,"b'I learned the truth at seventeen\nThat love was meant for beauty queens\nAnd high school girls with clear-skinned smiles\nWho married young and then retired\nThe valentines I never knew\nThe Friday night charades of youth\nWere spent on one more beautiful\nAt seventeen I learned the truth\nAnd those of us with ravaged faces\nLacking in the social graces\nDesperately remained at home\nInventing lovers on the phone\nWho called to say ""Come dance with me""\nAnd murmured vague obscenities\nIt isn\'t all it seems\nAt seventeen\nA brown-eyed girl in hand-me-downs\nWhose name I never could pronounce\nSaid ""Pity please the ones who serve\nThey only get what they deserve""\nAnd the rich relationed hometown queen\nMarries into what she needs\nWith a guarantee of company\nAnd haven for the elderly\nRemember those who win the game\nLose the love they sought to gain\nIn debentures of quality\nAnd dubious integrity\nTheir small town eyes will gape at you\nIn dull surprise when payment due\nExceeds accounts received\nAt seventeen\nTo those of us who knew the pain\nOf valentines that never came\nAnd those whose names were never called\nWhen choosing sides for basketball\nIt was long ago and far away\nThe world was younger than today\nWhen dreams were all they gave for free\nTo ugly duckling girls like me\nWe all play the game and when we dare\nTo cheat ourselves at solitaire\nInventing lovers on the phone\nRepenting other lives unknown\nThey call and say ""Come dance with me""\nAnd murmur vague obscenities\nAt ugly girls like me\nAt seventeen'"
21,Pick Up the Pieces,Average White Band,1975,b'Pick up the pieces uh-huh\nPick up the pieces alright\nPick up the pieces uh-huh\nPick up the pieces woo!\nWoo!\nAhhh!\nPick up the pieces\nPick up the pieces\nPick up the pieces\nWoo!\nPick up the pieces\nWow!'
22,The Hustle,Van McCoy,1975,b'Do it!\nDo it!\nDo it!\nDo the Hustle!\nDo the Hustle!\nDo the Hustle!\nDo the Hustle!\nDo the Hustle!\nDo it!\nDo the Hustle!\nDo the Hustle!\nDo the Hustle!\nDo the Hustle!\nDo the Hustle!\nDo the Hustle!'
23,Lady Marmalade,Labelle,1975,"b'Hey sister go sister\nSoul sister go sister\nHey sister go sister\nSoul sister go sister\nHe met Marmalade down in Old New Orleans\nStrutting her stuff on the street\nShe said ""Hello hey Joe\nYou wanna give it a go?"" hmm hmm\nGitchi gitchi ya ya da da\nGitchi gitchi ya ya here\nMocha chocolata ya ya\nCreole Lady Marmalade\nVoulez-vous coucher avec moi ce soir?\nVoulez-vous coucher avec moi?\nHe stayed in her boudoir\nWhile she freshened up\nThat boy drank all that Magnolia wine\nOn her black satin sheets\nWhere he started to freak\nGitchi gitchi ya ya da da\nGitchi gitchi ya ya here\nMocha chocolata ya ya\nCreole Lady Marmalade\nVoulez-vous coucher avec moi ce soir?\nVoulez-vous coucher avec moi?\nHey hey hey\nSeeing her skin\nFeeling silky smooth\nColor of cafe au lait\nMade the savage beast inside\nRoaring until it cried\n""More more more!""\nNow he\'s at home doing 9 to 5\nLiving his brave life of lies\nBut when he turns off to sleep\nAll memories keep more more more\nGitchi gitchi ya ya da da da\nGitchi gitchi ya ya here\nMocha chocolata ya ya\nCreole Lady Marmalade\nVoulez-vous coucher avec moi ce soir?\nVoulez-vous coucher avec moi?\nVoulez-vous couchez avec moi ce soir?\nCreole Lady Marmalade\nVoulez-vous coucher avec moi ce soir?\nVoulez-vous coucher avec moi?\nVoulez-vous couchez avec moi ce soir?\nVoulez-vous coucher avec moi?\nVoulez-vous coucher avec moi ce soir?\nVoulez-vous coucher avec moi?\nVoulez-vous coucher avec moi ce soir?\nVoulez-vous coucher avec moi?\nGitchi gitchi ya ya da da\nGitchi gitchi ya ya here\nMocha chocolata ya ya\nGitchi gitchi ya ya here'"
24,Why Can't We Be Friends?,War,1975,"b""Ooh ooh ooh ooh\nOoh ooh ooh ooh\nOoh ooh ooh ooh\nOoh ooh ooh ooh\nLa la la la la laa\nLa la la la la la\nWhy can't we be friends?\nWhy can't we be friends?\nWhy can't we be friends?\nWhy can't we be friends?\nI've seen you 'round for a long long time\nI remembered you when you drank my wine\nWhy can't we be friends?\nWhy can't we be friends?\nWhy can't we be friends?\nWhy can't we be friends?\nI've seen you walking down in Chinatown\nI called you but you could not look around\nWhy can't we be friends?\nWhy can't we be friends?\nWhy can't we be friends?\nWhy can't we be friends?\nI paid my money to the welfare line\nI see you standing in it every time\nWhy can't we be friends?\nWhy can't we be friends?\nWhy can't we be friends?\nWhy can't we be friends?\nThe color of your skin don't matter to me\nAs long as we can live in harmony\nWhy can't we be friends?\nWhy can't we be friends?\nWhy can't we be friends?\nWhy can't we be friends?\nI'd kind of like to be the President\nSo I can show you how your money's spent\nWhy can't we be friends?\nWhy can't we be friends?\nWhy can't we be friends?\nWhy can't we be friends?\nSometimes I don't speak right\nBut yet I know what I'm talking about\nWhy can't we be friends?\nWhy can't we be friends?\nWhy can't we be friends?\nWhy can't we be friends?\nI know you're working for the CIA\nThey wouldn't have you in the Mafi-A\nWhy can't we be friends?\nWhy can't we be friends?\nWhy can't we be friends?\nWhy can't we be friends?\nWhy can't we be friends?\nWhy can't we be friends?\nWhy can't we be friends?\nWhy can't we be friends?\nWhy can't we be friends?\nWhy can't we be friends?\nWhy can't we be friends?\nWhy can't we be friends?\nWhy can't we be friends?\nWhy can't we be friends?\nWhy can't we be friends?\nWhy can't we be friends?"""
25,Love Won't Let Me Wait,Major Harris,1975,"b""The time is right\nYou hold me tight\nAnd love's got me high\nPlease tell me yes\nAnd don't say no honey\nNot tonight\nI need to have you next to me\nIn more ways than one\nAnd I refuse to leave 'till I see the\nMorning sun creep through your window pane\nCause love won't let me wait\nThe time is right\nTurned down the lights\nAnd take my hand\nWe will take a flight\nAnd spend the night\nIn a wonderland\nNow move a little close to me\nYou owe it to yourself\nAnd I will selfishly take a little for myself\nAnd it's because of you\nThat love won't let me wait\nI need your love so desperately\nAnd only you can set me free\nWhen I make love to you\nWe will explode in ecstacy\nAnd I won't take the blame\nCause love won't let me wait no\nLove won't let me wait \nLove won't let me wait \nLove won't let me wait"""
26,Boogie On Reggae Woman,Stevie Wonder,1975,"b""I like to see you boogie\nRight across the floor\nI like to do it to you\n'Til you holler for more\nI like to reggae\nBut you dance too fast for me\nI'd like to make love to you\nSo you can make me scream\nSo boogie on reggae woman\nWhat is wrong with me?\nBoogie on reggae woman\nBaby can't you see?\nI'd like to see both of us\nFall deeply in love\nI'd like to see you\nUnder the stars above \xe2\x80\x94 yes I would\nI'd like to see both of us\nFall deeply in love yeah\nI'd like to see you in the raw\nUnder the stars above\nSo boogie on reggae woman\nWhat is wrong with you?\nBoogie on reggae woman\nWhat you tryin' to do?\nCan I play?\nCan I play?\nOw!\nBoogie on reggae woman\nWhat is wrong with you?\nBoogie on reggae woman\nWhat you tryin' to do? Yeah\nBoogie on reggae woman\nLet me do it to you\nBoogie on reggae woman\nWhat you tryin' to do?"""
