Rank,Song,Artist,Year,Lyrics
11,Little Bit O' Soul,The Music Explosion,1967,"b""Now when you're feelin' low and the fish won't bite\nYou need a little bit o' soul to put you right\nYou gotta make like you wanna kneel and pray\nAnd then a little bit of soul will come your way\nNow when your girl is gone and you're broke in two\nYou need a little bit o' soul to see you through\nAnd when you raise the roof with your rock'n'roll\nYou'll get a lot more kicks with a little bit o' soul\nAnd when your party falls 'cause ain't nobody groovin'\nA little bit of soul and it really starts movin' yeah\nAnd when you're in a mess and you feel like cryin'\nJust remember this little song of mine\nAnd as you go through life tryin' to reach your goal\nJust remember what I said about a little bit o'soul\nA little bit o' soul yeah \nA little bit o' soul yeah \nA little bit o' soul yeah \nA little bit o' soul yeah """
12,I Think We're Alone Now,Tommy James,1967,"b'""Children behave""\nThat\'s what they say when we\'re together\n""And watch how you play""\nThey don\'t understand\nAnd so we\'re running just as fast as we can\nHolding on to one another\'s hand\nTrying to get away into the night\nAnd then you put your arms around me\nAs we tumble to the ground and then you say\nI think we\'re alone now\nThere doesn\'t seem to be anyone around\nI think we\'re alone now\nThe beating of our hearts is the only sound\nLook at the way\nWe gotta hide what we\'re doing\n\'Cause what would they say\nIf they ever knew\nAnd so we\'re running just as fast as we can\nHolding on to one another\'s hand\nTrying to get away into the night\nAnd then you put your arms around me\nAs we tumble to the ground and then you say\nI think we\'re alone now\nThere doesn\'t seem to be anyone around\nI think we\'re alone now\nThe beating of our hearts is the only sound\nI think we\'re alone now\nThere doesn\'t seem to be anyone around\nI think we\'re alone now\nThe beating of our hearts is the only sound\nI think we\'re alone now\nThere doesn\'t seem to be anyone around\nI think we\'re alone now\nThe beating of our hearts is the only sound'"
13,Respect,Aretha Franklin,1967,"b""What you want baby I got it\nWhat you need do you know I got it?\nAll I'm askin' is for a little respect when you get home\n Hey baby\n when you get home\n mister\nI ain't gonna do you wrong while you're gone\nAin't gon' do you wrong 'cause I don't wanna\nAll I'm askin' is for a little respect when you come home\n Baby\n When you get home\n Yeah\nI'm about to give you all of my money\nAnd all I'm askin' in return honey\nIs to give me my propers when you get home\n Yeah baby\n When you get home\n Yeah\nOoh your kisses sweeter than honey\nAnd guess what? So is my money\nAll I want you to do for me is give it to me when you get home\n Yeah baby\n Whip it to me\n When you get home now\nR-E-S-P-E-C-T find out what it means to me\nR-E-S-P-E-C-T take care TCB oh\nA little respect\nWhoa babe\n A little respect\n I get tired\n Keep on tryin'\n You're runnin' out of fools\n And I ain't lyin'\n Start when you come home\n Or you might walk in\n And find out I'm gone\n I gotta have\n A little respect"""
14,I Was Made to Love Her,Stevie Wonder,1967,"b'I was born in Lil\' Rock\nHad a childhood sweetheart\nWe were always hand in hand\nI wore hightop shoes and shirt tails\nSuzy was in pigtails\nI knew I loved her even then\nYou know my papa disapproved it\nMy mama boo-hooed it\nBut I told them time and time again\n""Don\'t you know I was made to love her\nBuild my world all around her""\nYeah! Hey hey hey\nShe\'s been my inspiration\nShowed appreciation\nFor the love I gave her through the years\nLike a sweet magnolia tree\nMy love blossomed tenderly\nMy life grew sweeter through the years\nI know that my baby loves me\nMy baby needs me\nThat\'s why we made it through the years\nI was made to love her\nWorship and adore her\nHey hey hey\nAll through thick and thin\nOur love just won\'t end\n\'Cause I love my baby love my baby hey\nMy baby loves me\nMy baby needs me\nAnd I know I ain\'t going nowhere\nI was knee-high to a chicken\nWhen that love bug bit me\nI had the fever with each passing year\nOh even if the mountain tumbles\nIf this whole world crumbles\nBy her side I\'ll still be standing there\n\'Cause I was made to love her\nI was made to live for her yeah!\nAh I was made to love her\nBuild my world all around her\nHey hey hey\nOoh baby I was made to please her\nYou know Stevie ain\'t gon\' leave her no\nHey hey hey ooh wee baby'"
15,Come Back When You Grow Up,Bobby Vee,1967,"b""Come back when you grow up girl\nYou're still livin' in a paper-doll world\nLivin' ain't easy lovin's twice as tough\nSo come back baby when you grow up\nYou look real good like a woman now\nYour mind hasn't gotten the message somehow\nSo if you can't take it 'n' the goin' gets rough\nCome back baby when you grow up\nI want you girl but your wide-eyed innocence\nHas really messed up my mind yeah-eah-eah\nI'd rather you get your very first heartbreak\nSomewhere else along the line\nCome back when you grow up girl\nYou're still livin' in a paper-doll world\nSome day be a woman ready to love\nCome back baby when you grow up\nCome back when you grow up girl\nYou've still got a lotta time left in the world\nYou'll some day be a woman ready to love\nCome back baby when you grow up"""
16,Kind of a Drag,The Buckinghams,1967,"b""Kind of a drag\nWhen your baby don't love you\nKind of a drag\nWhen you know she's been untrue\nOh listen \nTo what I've gotta say \nGirl I still love you \nI'll always love you \nAnyway\nAnyway\nAnyway\nKind of a drag\nWhen your baby says goodbye\nKind of a drag\nWhen you feel like you wanna cry\nOh girl \nEven though you made me feel blue \nI still love you \nI'll always love you \nAnyway\nAnyway\nAnyway\nOh listen \nTo what I've gotta say \nGirl I still love you \nI'll always love you \nAnyway\nAnyway\nAnyway\nAnyway\nAnyway"""
17,Sweet Soul Music,Arthur Conley,1967,"b""Do you like good music?\nHuh that sweet soul music\nJust as long as it\xe2\x80\x99s swinging\nOh yeah\nOh yeah\nWay out here on the floor ya'll\nAh going to a go-go\nDancing with the music\nOh yeah\nOh yeah\nSpotlight on Lou Rawls ya'll\nAh don't he look boss ya'll\nSinging 'Love's a Hurtin Thing' yall\nOh yeah\nOh yeah\nSpotlight on Sam and Dave ya'll\nOh don't they look great y'all?\nSinging 'Hold On I'm Coming'\nOh yeah\nOh yeah\nSpotlight on Wilson Pickett now\nThat wicked Wilson Pickett\nSinging 'Mustang Sally'\nOh yeah\nOh yeah\nSpotlight on Otis Redding now\nSinging 'Fa-Fa-Fa-Fa-Fa'\n'Fa-Fa-Fa-Fa-Fa'\nOh yeah\nOh yeah\nGet it Otis\nSpotlight on James Brown ya'll\nHe's the king of them all ya'll\nHe's the king of them all ya'll\nOh yeah\nOh yeah\nDo ya like good music?\nThat sweet soul music\nJust long as it's swinging\nOh yeah\nOh yeah\nI got to get the feeling\nI got to get the feeling\nDo ya like good music?\nThat sweet soul music\nHelp me get the feeling\nI want to get the feeling\nOtis Redding's got the feeling\nJames Brown he got the feeling\nOh I love good music"""
18,Expressway to Your Heart,The Soul Survivors,1967,"b""I've been tryin' to get to you for a long time\n'Cause constantly you been on my mind\nI was thinkin' about a shortcut I could take\nBut it seems like I made a mistake\nBut I was wrong\nOoh took too long\nI got caught in the rush hour\nThen fellas started to shower\nYou with love and affection\nNow you won't look in my direction\nOn the expressway to your heart\nThat expressway not the best way\nAt five o'clock\nIt's much too crowded \nIt was much too crowded \nSo crowded \nIt was much too crowded oh yeah \nSo so so crowded \nThere's too many ahead of me\nThey're all tryin' to get in front of me\nI thought that I could find a clear road ahead\nBut I found stop lights instead\nBut I was wrong\nBaby took too long\nI got caught in the rush hour\nThen fellas started to shower\nYou with love and affection\nCome on look in my direction\nOn the expressway to your heart\nThat expressway not the best way\nAt five o'clock\nIt's much too crowded \nMuch too crowded \nSo crowded \nNo room for me """
19,Soul Man,Sam,1967,"b""Comin' to you on a dust road\nGood lovin' I got a truck load\nAnd when you get it you got something\nSo don't worry cause I'm coming\nI'm a soul man I'm a soul man\nI'm a soul man I'm a soul man I've got it all\nGot what I got the hard way\nAnd I'll make it better each and every day\nSo honey don't you fret\nCause you ain't seen nothing yet\nI'm a soul man I'm a soul man play it Steve\nI'm a soul man I'm a soul man\nI was brought up on a side street listen now\nI learned how to love before I could eat\nI was educated from good stock\nWhen I start lovin' oh I can't stop\nI'm a soul man I'm a soul man\nI'm a soul man I'm a soul man\nWell grab the rope and I'll pull you in\nGive you hope and be your only boyfriend\nYeah yeah yeah yeah\nI'm talkin' about a soul man\nI'm a soul man and you're a soul man\nI'm a soul man oh no soul man\nI'm a soul man and you're a soul man\nAnd you're a soul man..."""
20,Never My Love,The Association,1967,"b""You ask me if there'll come a time\nWhen I grow tired of you\nNever my love\n Never my love\nYou wonder if this heart of mine\nWill lose its desire for you\nNever my love\n Never my love\nWhat makes you think love will end\nWhen you know that my whole life depends\nOn you \n(Da da da dahhhh da dahhhh da dahhhh da da da da\nDa da da da)\nNever my love\nNever my love\nYou say you fear I'll change my mind\nAnd I won't require you\nNever my love \nNever my love \nHow can you think love will end\nWhen I've asked you to spend your whole life\nWith me \nNever my love \nNever my love \nNever my love \nNever my love """
21,Apples Peaches Pumpkin Pie,Jay,1967,"b""Ready or not here I come\nGee that used to be such fun\nApples peaches pumpkin pie\nWho's afraid to holler I?\nThat's a game we used to play\nHide and seek was its name\nOh ready or not hear I come\nGee that used to be such fun\nI always used to find a hiding place\nTimes have changed\nWell I'm one step behind you but still I can't find you\nApple peaches pumpkin pie\nYou were young and so was I\nNow that we've grown up it seems\nYou just keep ignoring me\nI'll find you anywhere you go\nI'll follow you high and low\nYou can't escape this love of mine anytime\nWell I'll sneak up behind you\nBe careful where I find you\nApple peaches pumpkin pie\nSoon your love will be all mine\nThen I'm gonna take you home\nMarry you so you won't roam\nMarry you so you won't roam. Right now\nI'll find you anywhere you go\nI'm gonna look high and low\nYou can't escape this love of mine anytime\nWell I'll sneak up behind you\nBe careful where I find you\nReady or not here I come\nGee that used to be such fun"""
22,Come on Down to My Boat,Every Mother's Son,1967,"b""She sits on the dock a fishin' in the water uh huh\nI don't know her name she's the fisherman's daughter uh huh\nCome on down to my boat baby\nCome on down where we can play\nCome on down to my boat baby\nCome on down we'll sail away\nShe smiled so nice like she wants to come with me uh huh\nBut she's tied to the dock and she can't get free\nCome on down to my boat baby\nCome on down where we can play\nCome on down to my boat baby\nCome on down we'll sail away\nFish all day sleep all night\nFather never lets her out of his sight\nSoon I'm gonna have to get my knife and cut that rope \nThen we can go fishin' in my little red boat\nMake you happy in my little red boat\nSo come on down to my boat baby\nCome on down where we can play\nCome on down to my boat baby\nCome on down we'll sail away\nCome on down to my boat baby\nCome on down where we can play\nCome on down to my boat baby\nCome on down we'll sail away"""
23,Incense and Peppermints,Strawberry Alarm Clock,1967,"b""Ba-ba ba-ba\nBa-ba ba-ba\nGood sense innocence cripplin' mankind\nDead kings many things I can't define\nOccasions persuasions clutter your mind\nIncense and peppermints the color of time\nWho cares what games we choose?\nLittle to win but nothin' to lose\nIncense and peppermints meaningless nouns\nTurn on tune in turn your eyes around\nLook at yourself look at yourself yeah girl\nLook at yourself look at yourself yeah girl yeah yeah\nTo divide the cockeyed world in two\nThrow your pride to one side it's the least you can do\nBeatniks and politics nothin' is new\nA yardstick for lunatics one point of view\nWho cares what games we choose?\nLittle to win but nothin' to lose\nGood sense innocence cripplin' mankind\nDead kings many things I can't define\nOccasions persuasions clutter your mind\nIncense and peppermints the color of time\nWho cares what games we choose?\nLittle to win but nothin' to lose\nIncense peppermints\nIncense peppermints\nSha-la-la\nSha-la-la\nSha-la-la\nSha-la-la\nSha-la-la\nSha-la-la"""
24,Ruby Tuesday,The Rolling Stones,1967,"b'She would never say where she came from\nYesterday don\'t matter if it\'s gone\nWhile the sun is bright\nOr in the darkest night\nNo one knows\nShe comes and goes\nGoodbye Ruby Tuesday\nWho could hang a name on you?\nWhen you change with every new day\nStill I\'m going to miss you\nDon\'t question why she needs to be so free\nShe\'ll tell you it\'s the only way to be\nShe just can\'t be chained\nTo a life where nothing\'s gained\nAnd nothing\'s lost\nAt such a cost\nGoodbye Ruby Tuesday\nWho could hang a name on you?\nWhen you change with every new day\nStill I\'m going to miss you\n""There\'s no time to lose"" I heard her say\n""Catch your dreams before they slip away\nDying all the time\nLose your dreams and you\nWill lose your mind\nAin\'t life unkind?""\nGoodbye Ruby Tuesday\nWho could hang a name on you?\nWhen you change with every new day\nStill I\'m going to miss you\nGoodbye Ruby Tuesday\nWho could hang a name on you?\nWhen you change with every new day\nStill I\'m going to miss you'"
25,It Must Be Him,Vikki Carr,1967,"b""I tell myself what's done is done\nI tell myself don't be a fool\nPlay the field have a lot of fun\nIt's easy when you play it cool\nI tell myself don't be a chump\nWho cares let him stay away\nThat's when the phone rings and I jump\nAnd as I grab the phone I pray\nLet it please be him oh dear God\nIt must be him or I shall die\nOr I shall die\nOh hello hello my dear God\nIt must be him but it's not him\nAnd then I die\nThat's when I die\nAfter a while I'm myself again\nI take the pieces off the floor\nPut my heart on the shelf again\nYou'll never hurt me anymore\nI'm not a puppet on a string\nI'll find somebody else someday\nThat's when the phone rings and once again\nI start to pray\nLet it please be him oh dear God\nIt must be him  it must be him\nOr I shall die Or I shall die\nOh hello hello my dear God\nIt must be him but it's not him\nAnd then I die\nThat's when I die"""
26,Love Is Here and Now You're Gone,The Supremes,1967,"b""Love is here\nAnd oh my darling now you're gone\nLove is here\nAnd oh my darling now now you're gone\nYou persuaded me to love you and I did\nBut instead of tenderness I found heartache instead\nInto your arms I fell so unaware\nOf the loneliness that was waiting there\nYou close the door to your heart\nAnd you turned the key\nLocked your love away from me\nLove is here\nAnd oh my darling now you're gone\nYou made me love you\nAnd oh my darling now you're gone\nYou said loving you would make life beautiful\nWith each passing day\nBut as soon as love came into my heart\nYou turned and you walked just walked away\nYou stripped me of my dreams\nYou gave me faith then took my hope\nLook at me now\nLook at me\nSee what loving you has done to me\nLook at my face\nSee how cryin' has left its trace\nAfter you made me all your own\nThen you left me all alone\nYou made your words sound so sweet\nKnowing that your love I couldn't keep\nMy heart cries out for your touch\nBut you're not there\nAnd the lonely cry fades in the air\nLove is here\nAnd oh my darling now you're gone\nLove is here\nAnd oh my darling now you're gone\nYou made me love you\nOh my darling now you're gone\nYou made me love you\nOh my darling now you're gone"""
27,For What It's Worth,Buffalo Springfield,1967,"b'There\'s something happening here\nBut what it is ain\'t exactly clear\nThere\'s a man with a gun over there\nTelling me I got to beware\nI think it\'s time we stop\nChildren what\'s that sound?\nEverybody look - what\'s going down?\nThere\'s battle lines being drawn\nNobody\'s right if everybody\'s wrong\nYoung people speaking their minds\nGetting so much resistance from behind\nIt\'s time we stop\nHey what\'s that sound?\nEverybody look - what\'s going down?\nWhat a field day for the heat\nA thousand people in the street\nSinging songs and carrying signs\nMostly say ""hooray for our side""\nIt\'s time we stop\nHey what\'s that sound?\nEverybody look - what\'s going down?\nParanoia strikes deep\nInto your life it will creep\nIt starts when you\'re always afraid\nStep out of line the men come and take you away\nWe better stop\nHey what\'s that sound?\nEverybody look - what\'s going\nWe better stop\nHey what\'s that sound?\nEverybody look - what\'s going\nWe better stop\nNow what\'s that sound?\nEverybody look - what\'s going\nWe better stop\nChildren what\'s that sound?\nEverybody look - what\'s going down?'"
28,Gimme Little Sign,Brenton Wood,1967,"b""If you do want me gimme little sugar\nIf you don't want me don't lead me on girl\nBut if you need me show me that you love me\nAnd when I'm feeling blue and I want you\nThere's just one thing that you should do\nJust gimme some kind of sign girl\nOh my baby\nTo show that you're mine girl\nOh yeah\nJust gimme some kind of sign girl\nOh my baby\nTo show that you're mine girl\nAll right\nIf you do want me gimme little sweet talk\nIf you don't want me don't lead me on girl\nBut if you need me show me that you love me\nAnd when I'm feeling down wearing a frown\nYou be there when I look around\n{Bridge}\nJust gimme some kind of sign girl\nOh my baby\nTo show that you're mine girl\nOh yeah\nJust gimme some kind of sign girl\nOh my darling\nTo show that you're mine girl\nOh yeah\nSign Oooh Ooh..."""
29,The Happening,The Supremes,1967,"b""Hey life look at me\nI can see the reality\n'Cause when you shook me took me out of my world\nI woke up\nSuddenly I just woke up to the happening\nWhen you find that you left the future behind\n'Cause when you got a tender love\nYou don't take care of\nThen you better beware of the happening\nOne day you're up then you turn around\nYou find your world is tumbling down\nIt happened to me and it can happen to you\nI was sure I felt secure\nUntil love took a detour\nYeah riding high on top of the world\nIt happened suddenly it just happened\nI saw my dreams fall apart\nWhen love walked away from my heart\nAnd when you lose that precious love you need\nTo guide you\nSomething happens inside you the happening\nNow I see life for what it is\nIt's not all dreams ooh it's not all bliss\nIt happened to me and it can happen to you\nOnce\nOoh and then it happened\nOoh and then it happened\nOoh and then it happened\nOoh and then it happened\nIs it real is it fake\nIs this game of life a mistake?\n'Cause when I lost the love I thought was mine\nFor certain suddenly I started hurting\nI saw the light too late\nWhen that fickle finger of fate\nYeah came and broke my pretty balloon\nI woke up\nSuddenly I just woke up to the happening\nSo sure I felt secure\nUntil love took a detour\n'Cause when you got a tender love you don't\nTake care of then you better beware of"""
30,All You Need Is Love,The Beatles,1967,"b""Love love love\nLove love love\nLove love love\nThere's nothing you can do that can't be done\nNothing you can sing that can't be sung\nNothing you can say but you can learn how to play the game\nIt's easy\nNothing you can make that can't be made\nNo one you can save that can't be saved\nNothing you can do but you can learn how to be you in time\nIt's easy\nAll you need is love\nAll you need is love\nAll you need is love love\nLove is all you need\nAll you need is love\nAll you need is love\nAll you need is love love\nLove is all you need\nThere's nothing you can know that isn't known\nNothing you can see that isn't shown\nThere's nowhere you can be that isn't where you're meant to be\nIt's easy\nAll you need is love\nAll you need is love\nAll you need is love love\nLove is all you need\nAll you need is love \nAll you need is love \nAll you need is love love\nLove is all you need"""
31,Release Me,Engelbert Humperdinck,1967,"b""Please release me let me go\nFor I don't love you anymore\nTo waste our lives would be a sin\nRelease me and let me love again\nI have found a new love dear\nAnd I will always want her near\nHer lips are warm while yours are cold\nRelease me my darling let me go\nFor I don't love you anymore\nSo release me and let me love again\nPlease release me can't you see\nYou'd be a fool to cling to me\nTo live our lives would bring us pain\nSo release me and let me love again"""
32,Your Precious Love,Marvin Gaye,1967,"b""Every day there's something new \nHoney to keep me loving you \nAnd with every passing minute\nAh baby so much joy wrapped up in it\nWo Heaven must have sent you from above\nWo heaven must have sent your precious love\nAnd I I've got a song to sing \nTelling the world about the joy you bring \nAnd you gave me a reason for living \nAnd ooo you taught me you taught me the meaning of giving\nWo Heaven must have sent you from above\nWo heaven must have sent your precious love\nTo find a love like ours is rare these days\nCause you've shown me happiness yes in so many ways\nI look in the mirror and I'm glad to see\nLaughter in the eyes where tears used to be\nWhat you've given me I could never return \nCause there's so much girl I have yet to learn \nAnd I wanna show I wanna show my appreciation \nCause when I found you I found a new inspiration\nHeaven must have sent you from above\nWo heaven must have sent your precious love\nWo Heaven must have sent you from above\nWo heaven must have sent your precious love"""
